price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,sqft_above,sqft_basement,city,country
289659,4,2.25,2260,2,0,0,2260,0,Kent,USA
555000,5,3,3640,2,0,0,3640,0,Maple Valley,USA
450000,3,1.5,1530,1,0,0,1530,0,Lake Forest Park,USA
1145000,3,2.5,2490,2,0,0,1670,820,Seattle,USA
495000,3,1.75,1440,1,0,0,1440,0,Sammamish,USA
1250000,3,3,3760,2.5,0,3,3060,700,Seattle,USA
580000,4,1.75,1720,1,0,0,1420,300,Redmond,USA
560000,4,2.5,2480,1,0,0,1510,970,Kenmore,USA
1080000,4,3.5,3990,2,0,0,3990,0,Bellevue,USA
450000,2,1.75,840,1,0,0,700,140,Seattle,USA
815000,3,2,2270,1,0,0,2270,0,Mercer Island,USA
354000,4,2.5,2580,2,0,0,2580,0,Kent,USA
279900,3,1.75,1580,1,0,0,1580,0,Federal Way,USA
339000,2,1,950,1,0,0,950,0,Seattle,USA
1340000,4,3.5,3190,2,0,3,2160,1030,Seattle,USA
710000,3,3.25,3740,2.5,0,0,3100,640,Burien,USA
815000,4,2.75,2620,1,0,2,1310,1310,Seattle,USA
800000,3,1.75,2080,1,0,0,2080,0,Kirkland,USA
638000,3,2,1660,1,0,0,970,690,Seattle,USA
475580,3,1.75,1520,1,0,0,1520,0,Sammamish,USA
243800,3,1,1140,1,0,0,1140,0,Issaquah,USA
600000,3,2.5,3240,2,0,0,2910,330,Snoqualmie,USA
620000,3,2,2460,1,0,0,2460,0,Issaquah,USA
750000,4,2.75,1750,1.5,0,0,1750,0,Seattle,USA
626000,3,1.75,2430,2,0,0,1760,670,Seattle,USA
230000,3,1,1060,1,0,0,1060,0,SeaTac,USA
537000,3,3,2410,2,0,2,2410,0,Lake Forest Park,USA
210000,2,1,720,1,0,0,720,0,Burien,USA
200500,3,1.75,1260,1,0,0,1260,0,Kent,USA
253500,3,1,1640,1,0,0,1090,550,Federal Way,USA
150000,3,1,1310,1,0,0,960,350,Auburn,USA
440000,3,1.5,2120,1,0,0,1220,900,Seattle,USA
667000,3,1.75,3320,1.5,0,3,2260,1060,Enumclaw,USA
660000,3,1,1210,1,0,1,1210,0,Bellevue,USA
695000,3,2.75,2590,2,0,0,2590,0,Bellevue,USA
440000,4,2.5,2250,2,0,0,2250,0,Renton,USA
1388000,4,3,4040,1,0,0,2020,2020,Clyde Hill,USA
219500,3,1,1090,1.5,0,0,1090,0,Auburn,USA
220000,3,1.5,1660,2,0,0,1660,0,Auburn,USA
270000,2,1,1780,1,0,3,1780,0,Auburn,USA
900000,4,3.5,3370,2,0,2,2470,900,Seattle,USA
1990000,5,3,4480,2.5,0,0,3420,1060,Seattle,USA
800000,4,2.5,2990,2,0,0,2990,0,Woodinville,USA
365000,5,2,2280,1.5,0,0,2280,0,Burien,USA
1387800,3,3,2480,2,0,3,1730,750,Seattle,USA
451000,5,2.75,2830,1.5,0,0,2830,0,Kirkland,USA
202000,2,1,920,1,0,0,920,0,Burien,USA
1410000,4,2.25,3250,2,0,0,3250,0,Medina,USA
471000,2,1.75,1240,1,0,0,1240,0,Seattle,USA
827000,4,2.5,3230,1,0,0,1870,1360,Bellevue,USA
235000,5,2.5,2500,1,0,0,1300,1200,Des Moines,USA
216500,2,1.75,1390,1,0,0,1390,0,Des Moines,USA
359000,5,1.75,1940,1.5,0,0,1940,0,Burien,USA
252500,3,2,1900,1,0,0,1900,0,Federal Way,USA
370000,3,1.5,2380,1,0,0,1850,530,Kenmore,USA
663000,3,2,1480,1,0,0,860,620,Seattle,USA
971971,4,3.75,3460,2,0,0,3460,0,Renton,USA
420000,3,1.75,1444,1.5,0,0,1444,0,Vashon,USA
330675,4,3,1930,1,0,0,1200,730,Duvall,USA
240000,4,1,1200,1.5,0,0,1200,0,Seattle,USA
334888,3,2.5,1769,2,0,0,1769,0,Auburn,USA
414000,3,2.5,2490,2.5,0,0,2490,0,Renton,USA
782900,4,3.25,3060,2,0,0,2300,760,Issaquah,USA
525000,4,2.75,3030,2,0,0,3030,0,Renton,USA
429900,3,2.5,2370,2,0,0,2370,0,Duvall,USA
390000,3,3.25,1370,2,0,0,1100,270,Seattle,USA
224000,3,1.75,1500,1,0,0,1500,0,Black Diamond,USA
257500,3,2.25,1715,2,0,0,1715,0,Federal Way,USA
665000,2,1,1110,1,0,0,1110,0,Seattle,USA
327000,5,2.75,2400,2,0,0,2400,0,Auburn,USA
425000,3,1,1520,1.5,0,3,1520,0,Renton,USA
687500,4,2.75,3190,2,0,0,3190,0,Sammamish,USA
672500,3,2.25,2400,1.5,0,0,1250,1150,Seattle,USA
140000,3,1,1060,1,0,0,1060,0,Des Moines,USA
215500,2,1.75,1220,1,0,0,1220,0,Auburn,USA
464900,4,2.25,2020,1,0,0,1380,640,Kirkland,USA
417000,4,2.25,2300,1,0,0,1380,920,Seattle,USA
453000,4,2.75,2300,1,0,3,1550,750,Vashon,USA
700000,3,2.5,1660,2,0,2,1400,260,Seattle,USA
1619999,4,3,3900,1,0,4,2520,1380,Bellevue,USA
259500,3,1.75,1650,1,0,0,1650,0,SeaTac,USA
460000,4,2.5,2110,1,0,0,1290,820,Issaquah,USA
561500,3,1.75,1960,1,0,0,980,980,Seattle,USA
641000,4,2.5,2770,2,0,0,2770,0,Carnation,USA
330000,4,1.75,2440,1,0,0,1610,830,Kent,USA
447000,2,1,1320,1,0,0,1320,0,Seattle,USA
320000,4,2.5,2570,2,0,0,2570,0,Maple Valley,USA
212700,2,1,940,1,0,0,940,0,Seattle,USA
260000,2,1,700,1,0,0,700,0,Seattle,USA
410000,3,2,1400,2,0,0,1400,0,Vashon,USA
355000,4,2.5,1890,2,0,0,1890,0,Maple Valley,USA
275500,2,1,720,1,0,0,720,0,Shoreline,USA
415000,3,1.75,2410,1,0,0,1860,550,Renton,USA
279000,3,2.5,1630,1,0,0,1320,310,Kent,USA
350000,5,1.75,2330,1,0,0,1180,1150,Renton,USA
355000,2,2.25,1330,2,0,0,1330,0,Kenmore,USA
750000,4,2.25,3190,2,0,0,2300,890,Sammamish,USA
235000,3,1.75,1400,1,0,0,1400,0,Enumclaw,USA
209950,3,1,970,1,0,0,970,0,Federal Way,USA
230000,3,1.75,1010,1,0,0,1010,0,Covington,USA
725000,3,2.5,3580,1.5,0,0,3580,0,Maple Valley,USA
430000,2,1,1050,1,0,0,850,200,Seattle,USA
661500,5,2.5,2500,1,0,0,1490,1010,Redmond,USA
738000,3,3,2630,2,0,0,2630,0,Redmond,USA
1820000,4,4.5,6640,2,0,0,6640,0,Woodinville,USA
221000,3,1,910,1,0,0,910,0,Seattle,USA
665000,3,2.5,2610,2,0,0,2610,0,Woodinville,USA
255000,3,2.5,1720,2,0,0,1720,0,Auburn,USA
1195000,5,2.75,3650,2,0,0,2750,900,Mercer Island,USA
355000,3,1.75,2040,1,0,0,2040,0,Kent,USA
755000,5,2.5,3260,1.5,0,1,2310,950,Lake Forest Park,USA
300000,3,1.5,1590,1,0,0,1590,0,Kenmore,USA
500000,4,1,1440,1.5,0,0,1440,0,Seattle,USA
191000,2,1,900,1,0,0,900,0,Seattle,USA
315000,6,4,3120,2,0,2,2090,1030,Seattle,USA
415000,3,2.5,1060,2,0,0,1060,0,Seattle,USA
394000,4,2.5,3000,2,0,0,3000,0,Maple Valley,USA
490000,3,2.5,2230,2,0,0,2230,0,Snoqualmie,USA
523460,5,1.75,1890,1.5,0,0,1090,800,Seattle,USA
550000,4,3.5,4150,2,0,0,4150,0,Auburn,USA
342000,3,1.75,1780,1,0,0,1280,500,Renton,USA
560000,4,2.5,2710,2,0,0,2710,0,Renton,USA
1050000,4,4.25,4390,2,0,3,3320,1070,Issaquah,USA
710000,2,1.5,1640,1.5,0,0,1540,100,Seattle,USA
1020000,3,2.25,1670,1.5,0,3,1670,0,Seattle,USA
399950,3,2.5,2570,2,0,0,2570,0,Kent,USA
480000,2,1,1500,1,0,0,1500,0,Seattle,USA
410000,3,1,2710,2,0,3,2710,0,Burien,USA
530000,4,1.75,2860,1,0,0,1710,1150,Woodinville,USA
528000,2,0.75,840,1,1,4,840,0,Vashon,USA
469900,4,2.5,2990,2,0,0,2990,0,Renton,USA
397000,5,1,1170,1,0,0,800,370,Seattle,USA
718500,3,1.5,1200,1,0,0,1030,170,Seattle,USA
195000,2,1,1020,1,0,0,1020,0,Seattle,USA
285000,2,1,910,1,0,0,910,0,Shoreline,USA
295000,1,1,700,1,0,0,700,0,Seattle,USA
602000,4,1.75,2420,1,0,0,1880,540,Redmond,USA
235000,3,1.75,1950,1,0,0,1950,0,Renton,USA
465000,4,2.5,3060,2,0,0,3060,0,Maple Valley,USA
234000,4,1,1390,1,0,0,1390,0,Kent,USA
504200,2,1.5,1200,3,0,0,1200,0,Seattle,USA
710000,3,2.5,2440,2,0,0,2440,0,Redmond,USA
589500,3,3.25,2310,2,0,0,1730,580,Seattle,USA
415000,3,2.75,2600,1.5,0,0,2600,0,Skykomish,USA
735000,3,2.25,1490,2,0,0,1040,450,Seattle,USA
427000,3,2.5,2432,2,0,2,2432,0,Federal Way,USA
982000,4,2.75,3610,2,0,0,3610,0,Kirkland,USA
459000,4,3,2530,2,0,0,2530,0,Burien,USA
483453,4,2.75,2790,2,0,0,2790,0,North Bend,USA
246950,3,3,1670,1,0,0,1670,0,Enumclaw,USA
235000,1,1.5,1170,2,0,0,1070,100,Seattle,USA
288790,4,2,1350,3,0,0,1350,0,Issaquah,USA
229800,2,1.75,1110,2,0,0,1110,0,Seattle,USA
516500,1,1.25,1100,3,0,0,1100,0,Seattle,USA
1600000,3,4.25,2820,2,0,0,2460,360,Seattle,USA
234000,3,1,1040,1,0,0,1040,0,Duvall,USA
230000,2,1.75,1910,2,0,0,1910,0,Maple Valley,USA
300000,4,1,1370,1,0,0,1370,0,Shoreline,USA
470000,3,1.5,1500,1.5,0,0,1140,360,Seattle,USA
339900,3,1,1200,1,0,0,1200,0,Newcastle,USA
650000,2,1,1050,1,0,0,880,170,Seattle,USA
585000,5,2.5,2670,1.5,0,0,1620,1050,Seattle,USA
699900,4,2.5,2190,1,0,0,1430,760,Bellevue,USA
598000,4,2.5,3130,2,0,0,3130,0,North Bend,USA
475000,3,2.5,1700,1,0,0,1160,540,Seattle,USA
314500,3,1.75,1700,1,0,0,1200,500,Maple Valley,USA
397000,3,3.5,1360,2,0,0,1240,120,Seattle,USA
345000,3,2,1610,1,0,0,1610,0,Carnation,USA
325000,5,2.75,2130,1,0,0,1300,830,Seattle,USA
265000,3,1,1800,1,0,0,1800,0,Renton,USA
402000,4,2.75,2950,1,0,0,2120,830,Kent,USA
835000,3,2.25,2120,2,0,0,2120,0,Bellevue,USA
780000,4,2.5,3500,2,0,0,3500,0,Redmond,USA
250000,3,2,1440,1,0,0,1440,0,Des Moines,USA
1200000,4,2,2120,2,0,0,2120,0,Seattle,USA
935000,2,2.5,1780,2,0,0,1780,0,Bellevue,USA
300000,2,1,960,1,0,0,960,0,Shoreline,USA
419000,2,1.75,1510,1,0,0,1510,0,Redmond,USA
410000,1,1.5,1010,1,0,0,1010,0,Seattle,USA
1165000,3,3,3790,2,0,0,2810,980,Seattle,USA
461000,3,1.75,3600,2,0,0,2400,1200,Kirkland,USA
385000,3,1.75,1300,1,0,0,1300,0,Kirkland,USA
669500,4,2.25,2500,1.5,0,0,1520,980,Seattle,USA
491950,3,2.25,2090,1,0,0,1440,650,Seattle,USA
1230000,3,1.75,2200,1.5,0,1,2200,0,Bellevue,USA
560000,3,2.25,2070,1.5,0,0,2070,0,Lake Forest Park,USA
370000,3,1,1320,1,0,0,1320,0,Shoreline,USA
263400,4,2,1360,1,0,0,960,400,Auburn,USA
100000,2,1,930,1,0,0,930,0,Burien,USA
289950,3,2.5,1760,1.5,0,0,1760,0,Burien,USA
263000,3,1.75,1410,2,0,0,1410,0,Maple Valley,USA
397500,4,2.5,2570,2,0,0,2570,0,Maple Valley,USA
245000,3,2.75,1300,1,0,0,860,440,Kent,USA
535000,3,1,1580,1,0,0,1180,400,Seattle,USA
449000,4,2.5,2960,2,0,0,2960,0,Maple Valley,USA
490000,4,3,2330,2,0,0,1920,410,Seattle,USA
445800,4,2.25,2070,1,0,0,1470,600,Lake Forest Park,USA
345000,2,1,970,1,0,0,970,0,Seattle,USA
327500,3,2.25,2310,2,0,0,2310,0,Kent,USA
436500,4,2.5,2290,2,0,0,2290,0,Renton,USA
550000,3,2.25,1720,1,0,0,1220,500,Redmond,USA
441000,2,1.5,1190,1,0,0,990,200,Seattle,USA
406500,2,1,870,1,0,0,870,0,Seattle,USA
243000,2,1.5,1068,2,0,0,1068,0,Kenmore,USA
359500,4,2.75,2140,2,0,0,2140,0,Auburn,USA
760000,4,2.5,3300,2,0,0,3300,0,Woodinville,USA
1925000,5,4.25,4830,2.5,0,2,3710,1120,Seattle,USA
408000,5,3.25,2820,1.5,0,0,2320,500,Seattle,USA
480000,4,3,2440,2,0,0,1890,550,Kenmore,USA
875000,4,1.5,1800,1.5,0,0,1800,0,Seattle,USA
308000,3,1,1010,1,0,0,1010,0,Seattle,USA
880000,4,2.75,3220,1.5,0,0,2320,900,Seattle,USA
1730000,5,3.5,5000,2,0,3,3410,1590,Mercer Island,USA
170000,2,1,1200,2,0,0,1200,0,Redmond,USA
491500,3,2.25,1470,2,0,0,1470,0,Issaquah,USA
515000,3,2.5,2600,2,0,0,2600,0,Kenmore,USA
550000,4,1.5,2750,1,0,0,1500,1250,Renton,USA
255000,2,1,1320,1,0,0,940,380,Seattle,USA
635000,3,2.5,3350,2,0,0,2550,800,Kirkland,USA
850000,3,2.5,2650,2,0,0,1830,820,Seattle,USA
265000,2,2,1860,1,0,0,1260,600,Seattle,USA
349810,3,1,960,1,0,0,960,0,Shoreline,USA
972000,4,1.75,2010,1,0,2,1610,400,Seattle,USA
235000,2,1,900,1,0,0,900,0,Snoqualmie,USA
330000,4,2.5,2340,2,0,0,2340,0,Kent,USA
500000,4,3,3720,3,0,0,3720,0,Renton,USA
570000,3,2,1890,1,0,0,1470,420,Bellevue,USA
1309500,4,2.5,2680,1,1,4,1590,1090,Normandy Park,USA
544000,3,2.5,1460,2,0,0,1180,280,Seattle,USA
439000,3,2.5,3180,1,0,0,1810,1370,Renton,USA
530000,4,2.25,1980,2,0,0,1980,0,Sammamish,USA
427500,2,2,1090,3,0,0,1090,0,Seattle,USA
337000,4,2.5,2230,2,0,0,2230,0,Covington,USA
1095000,4,2.75,3330,2,0,0,3330,0,Kirkland,USA
435000,4,2,1880,1,0,0,970,910,Seattle,USA
765000,5,3,2870,1,0,0,1950,920,Seattle,USA
492650,4,1.75,2120,1,0,0,1640,480,Shoreline,USA
383962,4,2.5,2700,2,0,0,2700,0,Tukwila,USA
950000,4,2.5,3670,2.5,0,0,3670,0,Issaquah,USA
457000,3,2.5,1220,2,0,0,1010,210,Seattle,USA
1510000,5,3.25,4390,2,0,0,4390,0,Mercer Island,USA
882566,4,2.5,3560,3,0,0,3560,0,Redmond,USA
963000,4,3.25,3530,2,0,0,3530,0,Kirkland,USA
345000,4,2.5,2280,2,0,0,2280,0,Maple Valley,USA
2065000,4,3.75,4350,2,0,0,4350,0,Bellevue,USA
800000,3,3.5,3830,2,0,0,3530,300,Woodinville,USA
314500,3,2,2050,1,0,0,2050,0,Federal Way,USA
530000,3,2.5,3660,2,0,2,3260,400,Enumclaw,USA
650000,4,2.5,3350,2,0,0,3350,0,Black Diamond,USA
349500,3,2,1270,1,0,0,1270,0,Seattle,USA
1198000,4,3.5,3400,2.5,0,0,2790,610,Seattle,USA
165050,3,1,1200,1,0,0,1200,0,Enumclaw,USA
580000,3,2.5,2200,2,0,2,2200,0,Bellevue,USA
330000,3,2.5,1680,1,0,0,1080,600,Seattle,USA
875000,5,3.5,3840,2,0,0,3840,0,Sammamish,USA
500000,2,1,950,1,0,2,850,100,Seattle,USA
445000,4,2.5,2280,2,0,0,2280,0,Kent,USA
274900,4,2.5,1970,2,0,0,1970,0,Kent,USA
219950,3,1.5,1620,1,0,0,1620,0,Covington,USA
691500,4,2.5,2600,2,0,0,2600,0,Seattle,USA
459500,2,1,1250,1,0,0,850,400,Seattle,USA
955500,4,1.75,2130,1.5,0,0,2130,0,Seattle,USA
328950,4,1.75,2550,1,0,0,1300,1250,Kent,USA
307000,3,1,1150,1.5,0,0,1150,0,North Bend,USA
382500,3,1.75,1040,1,0,0,1040,0,Issaquah,USA
1150000,4,2.5,3340,2,0,0,3340,0,Kirkland,USA
1297000,6,2.75,2630,2,0,0,2510,120,Seattle,USA
478000,3,2.25,1640,2,0,0,1640,0,Issaquah,USA
260000,2,1,770,1,0,0,770,0,Shoreline,USA
850000,4,3.25,4350,1,0,0,2200,2150,Issaquah,USA
616000,4,1.75,1700,1,0,0,1700,0,Seattle,USA
540000,3,1.75,2050,1,0,0,1400,650,Sammamish,USA
300000,3,2.25,1660,2,0,0,1660,0,Duvall,USA
507500,3,1.75,1990,1,0,0,1190,800,Redmond,USA
3800000,5,5.5,7050,1,0,2,4320,2730,Clyde Hill,USA
241000,3,2,1770,1,0,0,1770,0,Auburn,USA
485000,3,2.25,2440,2,0,0,2090,350,Redmond,USA
695000,3,2.5,2620,2,0,0,2620,0,Woodinville,USA
548000,4,2.5,2440,2,0,0,2440,0,Newcastle,USA
345000,2,1,1080,1,0,0,1080,0,Seattle,USA
280000,3,1,1090,1,0,0,1090,0,Renton,USA
450000,3,1.75,1400,1,0,0,1400,0,Kenmore,USA
515000,3,2.5,2010,2,0,0,2010,0,Kenmore,USA
1014250,3,1,1640,1.5,0,0,1500,140,Bellevue,USA
739900,5,2.5,3290,2,0,0,3290,0,Sammamish,USA
600000,2,2.5,2510,2,0,0,2510,0,Bothell,USA
370000,2,1,860,1,0,0,860,0,Seattle,USA
729032,4,2.5,2840,1,0,0,1780,1060,Bellevue,USA
510000,3,1.75,1750,2,0,0,1750,0,Black Diamond,USA
425000,3,1.5,1300,1,0,0,1300,0,Redmond,USA
1080000,3,2.75,3890,2,0,1,3260,630,Seattle,USA
337000,3,2.25,1460,3,0,0,1460,0,Seattle,USA
563000,4,1,1410,1.5,0,0,1410,0,Seattle,USA
1695000,4,2.75,3770,2,0,2,3070,700,Seattle,USA
245000,3,2,1190,1.5,0,0,1190,0,Seattle,USA
590000,3,2,1410,1,0,0,910,500,Seattle,USA
695000,3,2,2500,1.5,0,0,1680,820,Seattle,USA
402500,2,1,800,1,0,0,800,0,Seattle,USA
435000,3,2.5,2530,2,0,0,2530,0,Duvall,USA
660000,3,2,2570,1,0,0,1970,600,Redmond,USA
300000,3,2.75,2090,1,0,0,1340,750,Federal Way,USA
600000,5,2.25,2980,1,0,0,1580,1400,Seattle,USA
205000,3,1.75,1170,1,0,0,1170,0,Covington,USA
357500,3,3.5,2080,2,0,0,2080,0,Maple Valley,USA
1110000,5,3.25,3350,2,0,0,2510,840,Seattle,USA
332888,2,2.5,1050,2,0,0,950,100,Seattle,USA
174000,2,1,900,1,0,0,900,0,Pacific,USA
515000,2,1,1050,1,0,0,1050,0,Seattle,USA
392000,5,2.25,3740,1.5,0,0,2240,1500,Des Moines,USA
485000,4,1.75,1430,2,0,0,1430,0,Seattle,USA
217500,3,1.75,1400,1,0,0,1400,0,Federal Way,USA
502000,3,2.25,1600,2,0,0,1600,0,Woodinville,USA
820000,3,2.25,2880,2,0,0,2880,0,Bellevue,USA
1640000,3,3.25,3140,2,0,3,2240,900,Seattle,USA
102500,2,1,820,1,0,0,820,0,Seattle,USA
925000,5,5.5,5190,2,0,2,5190,0,Snoqualmie,USA
540000,4,2.5,2180,1,0,0,1180,1000,Redmond,USA
600000,2,1,910,1.5,0,0,910,0,Seattle,USA
406000,4,1,1580,1.5,0,2,1580,0,Seattle,USA
620000,4,3,2130,1,0,0,1440,690,Seattle,USA
1060000,4,2.5,4570,2,0,2,4570,0,Sammamish,USA
401000,3,2,1240,1,0,0,1000,240,Sammamish,USA
725000,3,1.75,1860,2,0,2,1860,0,Seattle,USA
276000,1,0.75,370,1,0,0,370,0,Seattle,USA
500000,5,3.25,3130,2,0,0,2180,950,Issaquah,USA
375000,3,1.75,2530,1,0,0,1800,730,Kent,USA
2300000,4,4.75,3970,2,0,2,3390,580,Seattle,USA
260000,3,2.25,1920,1,0,0,1300,620,Kent,USA
1565000,4,2.75,2970,1.5,0,1,2130,840,Bellevue,USA
431000,4,2.5,2300,2,0,0,2300,0,Renton,USA
321000,4,2.5,1830,2,0,0,1830,0,Maple Valley,USA
433000,4,1.5,1550,1,0,0,1180,370,Seattle,USA
920000,4,3.5,4080,2,0,0,4080,0,Redmond,USA
482000,3,2.25,1710,2,0,0,1710,0,Sammamish,USA
712000,3,2.5,2375,2,0,0,2375,0,Redmond,USA
505000,4,2.75,2200,1,0,0,1100,1100,Bellevue,USA
2367000,3,2.25,3530,1,1,3,1840,1690,Mercer Island,USA
452000,3,1.75,1110,1,0,0,1110,0,Redmond,USA
581000,4,1,1630,1.5,0,0,1630,0,Seattle,USA
952500,4,1.5,2550,2,0,0,2550,0,Seattle,USA
808000,4,2.25,2500,2,0,0,2500,0,Bellevue,USA
476000,4,3,2890,1,0,0,1590,1300,Seattle,USA
535000,4,1.75,1420,1.5,0,0,1420,0,Seattle,USA
1356925,4,3.5,4270,2,0,3,3170,1100,Seattle,USA
629800,3,2.5,2390,2,0,0,2220,170,Issaquah,USA
417838,4,2.5,2530,2,0,0,2530,0,Maple Valley,USA
399895,4,2.5,2701,2,0,0,2701,0,Auburn,USA
825000,4,2.75,3990,2,0,0,3990,0,Redmond,USA
300000,4,2.5,2303,2,0,0,2303,0,Auburn,USA
640000,2,2.25,1540,3,0,0,1540,0,Seattle,USA
460000,3,2.5,1450,2,0,0,940,510,Seattle,USA
525000,2,2.5,1160,2,0,0,1040,120,Seattle,USA
499990,4,2.75,2910,2,0,0,2910,0,North Bend,USA
1020000,4,3.5,3770,2,0,0,3770,0,Kirkland,USA
675000,5,2.25,2900,1,0,0,1450,1450,Bellevue,USA
512031,3,1.75,1540,1,0,2,770,770,Seattle,USA
310000,2,1,700,1,0,0,700,0,Seattle,USA
1075000,3,2.5,3280,1,0,0,1680,1600,Seattle,USA
255000,4,2,2430,1,0,0,1430,1000,Seattle,USA
435000,3,2.5,1900,2,0,0,1900,0,Bothell,USA
453000,3,2,1660,1,0,0,1260,400,Kirkland,USA
260000,4,2,1620,2,0,0,1620,0,Kent,USA
659000,4,2,2090,1,0,0,2090,0,Mercer Island,USA
223000,3,2,1110,1,0,0,1110,0,Kent,USA
851000,5,3.25,3760,2,0,0,2550,1210,Bellevue,USA
605000,3,2.25,2080,1,0,0,1530,550,Redmond,USA
895000,4,2.25,1950,1,0,0,1330,620,Seattle,USA
519000,5,2.25,2570,1,0,1,1470,1100,Normandy Park,USA
535000,3,1.75,2330,1,0,0,1390,940,Woodinville,USA
489000,3,3,3700,2,0,0,3700,0,SeaTac,USA
250000,3,2.25,1920,1,0,0,1520,400,Burien,USA
580000,3,2.25,1900,1.5,0,0,1200,700,Seattle,USA
1038000,4,1.75,1440,1,0,0,1440,0,Bellevue,USA
605000,4,2.25,2940,1,0,0,1520,1420,Kenmore,USA
599950,4,3.5,2500,2,0,0,1810,690,Redmond,USA
700000,3,2.5,2490,2,0,0,2490,0,Redmond,USA
480000,3,2,1470,1,0,0,1470,0,Seattle,USA
329950,4,2.5,2120,2,0,0,2120,0,Maple Valley,USA
250000,3,1.75,1200,1,0,0,1200,0,Kent,USA
345000,5,2.5,2450,2,0,0,2450,0,Kent,USA
175000,4,2.5,1780,2,0,0,1780,0,Des Moines,USA
185000,5,1,1590,1.5,0,0,1090,500,Seattle,USA
411000,4,2,2370,2,0,0,2370,0,Auburn,USA
690000,3,1.5,1760,2,0,0,1760,0,Seattle,USA
265000,4,3,1940,1,0,0,1940,0,Shoreline,USA
720000,4,3,3550,1.5,0,0,2180,1370,Bothell,USA
256000,4,2.5,2050,2,0,0,2050,0,Des Moines,USA
255000,4,2.25,1680,2,0,0,1680,0,Auburn,USA
540000,3,2.25,1320,2,0,0,1320,0,Seattle,USA
481015,3,2.25,1550,2,0,0,1550,0,Kirkland,USA
575000,3,1.75,2680,1,0,0,1590,1090,Issaquah,USA
339950,3,2.5,2390,1,0,0,1840,550,Kent,USA
475000,4,2.5,2040,2,0,0,2040,0,Shoreline,USA
732000,3,3.75,2670,2.5,0,4,2020,650,Seattle,USA
860000,4,1.75,1880,1.5,0,0,1880,0,Seattle,USA
389000,4,1.75,2400,1.5,0,0,1500,900,Seattle,USA
645000,3,1.75,2270,1,0,0,1370,900,Seattle,USA
475000,4,2.5,1850,2,0,0,1850,0,Kirkland,USA
550000,4,2.75,2160,1,0,0,1430,730,Seattle,USA
305000,2,1,2160,1,0,0,1360,800,Tukwila,USA
782000,2,1.5,1570,1.5,0,2,1320,250,Seattle,USA
545000,3,2,1340,1.5,0,0,1340,0,Seattle,USA
394500,4,2.5,3002,2,0,0,3002,0,Kent,USA
600000,5,2,2190,1,0,0,1110,1080,Redmond,USA
1300000,4,1.75,2610,1,0,0,2610,0,Clyde Hill,USA
300000,2,1,1010,1,0,0,1010,0,Shoreline,USA
330000,4,2.5,2105,2,0,0,2105,0,Kent,USA
723000,4,2.25,2430,1.5,0,0,1630,800,Seattle,USA
2271150,4,3.25,4040,1,0,0,4040,0,Medina,USA
480000,5,2.5,2160,2,0,0,2160,0,Snoqualmie,USA
496000,2,1,900,1,0,0,900,0,Seattle,USA
625000,3,3,1820,3,0,0,1540,280,Seattle,USA
475000,4,2,2100,1,0,0,1050,1050,Seattle,USA
275250,3,2.25,1520,2,0,0,1520,0,Maple Valley,USA
253000,2,1,1310,1,0,0,940,370,Kent,USA
630000,4,2.5,2190,1,0,0,1410,780,Kirkland,USA
660500,5,2.5,2950,1.5,0,0,1720,1230,Seattle,USA
262000,5,1,1870,1,0,0,1580,290,Seattle,USA
2147500,3,3.5,4660,2,0,4,3040,1620,Seattle,USA
552000,3,2.5,1840,1,0,0,1840,0,Bellevue,USA
1411600,2,2.5,3180,2,0,4,2610,570,Bellevue,USA
736000,2,1,1500,1,0,0,1100,400,Seattle,USA
355000,3,1.75,1730,1.5,0,0,1730,0,Shoreline,USA
305000,3,1,1580,1,0,0,1010,570,Renton,USA
484998,4,2.5,1540,2,0,0,1540,0,Issaquah,USA
1054690,4,3.5,3390,2,0,0,2610,780,Seattle,USA
334500,2,1.5,830,2,0,0,830,0,Seattle,USA
475000,4,2.75,2620,2,0,0,2620,0,North Bend,USA
309780,3,2.5,2242,2,0,0,2242,0,Auburn,USA
795000,4,2.5,2890,2,0,0,2890,0,Bellevue,USA
274500,3,2.25,1450,2,0,0,1450,0,Maple Valley,USA
265050,2,1.5,800,2,0,0,800,0,Seattle,USA
567500,3,2.5,2280,2,0,0,1880,400,Issaquah,USA
915000,3,4.5,3850,2,0,0,3120,730,Redmond,USA
285000,5,2.5,2270,2,0,0,2270,0,Auburn,USA
445838,3,2.5,2250,2,0,0,2250,0,Seattle,USA
304900,4,1.75,2600,1,0,0,1610,990,Kent,USA
940000,4,2,2490,2,0,0,2490,0,Mercer Island,USA
1127000,4,2.5,3160,2,0,0,3160,0,Kirkland,USA
835000,4,4.25,4930,2,0,0,4930,0,Auburn,USA
290000,3,1,1440,1,0,0,1440,0,Renton,USA
250000,3,1.75,1770,1,0,0,1770,0,Auburn,USA
342000,4,2.5,2300,2,0,0,2300,0,Kent,USA
1012000,4,2.5,2980,2,0,0,2980,0,Bellevue,USA
400000,4,2.25,2230,1,0,0,1300,930,Shoreline,USA
312500,3,1.75,1830,1,0,0,930,900,Renton,USA
267000,3,1,1740,1,0,0,1020,720,Tukwila,USA
575000,3,1.75,1530,1,0,0,1410,120,Seattle,USA
810000,3,1.5,1520,1,0,0,1520,0,Bellevue,USA
